,champion,voice_line,is_spoken,gender,role,win_rate,pick_rate,ban_rate,region
11665,Kayn,"Get off my planet! Get out of my galaxy, and stay... dead.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11666,Kayn,He popped! How splendid!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11667,Kayn,I think some got on me.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11668,Kayn,How sweet.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11669,Kayn,What inviting insides!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11670,Kayn,Keep cutting.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11671,Kayn,Your Ora is mine.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11672,Kayn,What boundless violence!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11673,Kayn,It's like they were never there!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11674,Kayn,Drive me into their heart.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11675,Kayn,Pain. Bring them pain!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11676,Kayn,Cut off their face.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11677,Kayn,Let the darkness in.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11678,Kayn,Rip out their organs.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11679,Kayn,I want to hear them scream!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11680,Kayn,Spread my silence.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11681,Kayn,Radiant flesh!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11682,Kayn,Cull their numbers!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11683,Kayn,"Come and play, Jinx!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11684,Kayn,"Haha, so much flesh to rend, Malphite!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11685,Kayn,Sona! You will open the gate!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11686,Kayn,Face me Captain! Face me and die!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11687,Kayn,"You should never have come here, Ziggs.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11688,Kayn,*Kayn Grunts Twice*,False,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11689,Kayn,*Kayn Grunts*,False,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11690,Kayn,Nowhere to run.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11691,Kayn,Why keep them waiting?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11692,Kayn,I'm always close.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11693,Kayn,How interesting.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11694,Kayn,Such a useful talent.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11695,Kayn,Peekaboo.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11696,Kayn,High five Rhaast!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11697,Kayn,This reality has such... delicious entropy. ,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11698,Kayn,We need to regroup.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11699,Kayn,We're all hurtling towards annihilation. I love it!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11700,Kayn,"Oh, the symphony of violence I will conduct.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11701,Kayn,The entrails of countless realities are shattering in my wake!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11702,Kayn,"The voice of Ora? Heheha, what a joke.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11703,Kayn,I herald an endless ocean of silence. It will be... transcendent.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11704,Kayn,Love! Hope! Fear! I will feast it upon them all!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11705,Kayn,"Is it too late to mention I'm a corruptant, forged by the Dark Star? Sorry Kayn.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11706,Kayn,"Every luminous star laid bear. Torn open, devoured.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11707,Kayn,Decay! An ecstasy I will carve into creation.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11708,Kayn,"Desolation lays before me, spanning endless eons until even time... dies!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11709,Kayn,They should never have opened that gate! Hahaha!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11710,Kayn,"Look Kayn! Gaze upon my works, and despair.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11711,Kayn,"So much exquisite pain to deliver. Oh, I shudder at the thought.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11712,Kayn,Pray for salvation that never comes!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11713,Kayn,You've taken such good care of this body Kayn. Such exacting care.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11714,Kayn,I feast upon the bones of unhallowed centuries. Nothing will escape me.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11715,Kayn,"I am the beautiful end, that awaits us all.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11716,Kayn,Hear the sweet whispers of oblivion.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11717,Kayn,I do look better in gold! Hehaha!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11718,Kayn,Yes! The convulsing of the stars! I can taste their delectable screams.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11719,Kayn,"Know true fear, for I am the star where nightmares breed!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11720,Kayn,Drag me across their throats!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11721,Kayn,Poor Kayn! Our would-be emperor tumbling endlessly into darkness!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11722,Kayn,Witness the turning of the wheel. The culmination of this foul existence.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11723,Kayn,"Down low - oh, I don't have hands. How mature.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11724,Kayn,It draws close. A vast and broken god.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11725,Kayn,Kayn is gone. What is left is ruination!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11726,Kayn,"Regroup, or retreat?",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11727,Kayn,T-they're the same thing!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11728,Kayn,Really?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11729,Kayn,What happened to us Kayn? We used to be so good together.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11730,Kayn,I hate the way you say that.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11731,Kayn,"What, getting tired already?",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11732,Kayn,I don't see you helping out.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11733,Kayn,"I'm the scythe, idiot! I only help out!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11734,Kayn,*Death Rattle*,False,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11735,Kayn,"Please, don't drop me on the ground.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11736,Kayn,A little help... Anyone?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11737,Kayn,"Wait, how are we still alive?",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11738,Kayn,"That, would ruin the surprise.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11739,Kayn,I don't trust how easily you brought me back to life.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11740,Kayn,Would you rather stay dead?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11741,Kayn,...No.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11742,Kayn,I won't let you die that easily.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11743,Kayn,I appreciate the thought.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11744,Kayn,I'm sure you do.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11745,Kayn,It turns out the scythe was evil and wants to annihilate all reality. Who could've guessed?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11746,Kayn,"What an honour, Kayn. To watch me slaughter everything you wished to rule.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11747,Kayn,The test has ended. I am victorious! I am the herald of oblivion! I! Am! Rhaast!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11748,Kayn,Bare witness to the Dark Star! Bare witness to Rhaast!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11749,Kayn,"Scream for your lives, your world! Scream my name as I rip it all to pieces!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11750,Kayn,Shatter their bones!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11751,Kayn,Why do they run from the inevitable?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11752,Kayn,Drown them in me!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11753,Kayn,Don't you feel it Kayn? The desire to rule! The desire for carnage!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11754,Kayn,Every waking moment.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11755,Kayn,In the future I see a great empire!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11756,Kayn,My future! My empire!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11757,Kayn,I am no mere plaything.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11758,Kayn,"You said it, not me.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11759,Kayn,So. Much. Ora within you!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11760,Kayn,Quit looking at my Ora.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11761,Kayn,Kill them all! It would be so easy.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11762,Kayn,And so uninspired.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11763,Kayn,Burn! Slaughter! Destroy!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11764,Kayn,Ever the cliché.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11765,Kayn,Your thirst for violence demands satisfaction.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11766,Kayn,Satisfy yourself. I have bigger plans.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11767,Kayn,Sometimes I question your resolve.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11768,Kayn,One day I will rule the universe.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11769,Kayn,"Maybe, if you focus for once.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11770,Kayn,"Wow Rhaast, I thought we were friends.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11771,Kayn,Soon they'll all worship at my feet.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11772,Kayn,Is that truly all you desire?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11773,Kayn,"Oh Rhaast, of course it is.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11774,Kayn,What does the voice of Ora say today?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11775,Kayn,Go to hell Kayn.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11776,Kayn,"Yes you're a monster, very scary.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11777,Kayn,"Already there Rhaast, already there.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11778,Kayn,Null this insufferable life!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11779,Kayn,Your feeble mind couldn't comprehend it if you tried.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11780,Kayn,The succor of an endless void. Do you feel it Kayn?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11781,Kayn,"Yes, and your guiding star.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11782,Kayn,The universe will be mine!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11783,Kayn,We'll see.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11784,Kayn,"Unlock my power, I command it!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11785,Kayn,Settle down. You're embarrassing yourself.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11786,Kayn,"You're just a tool to me, Rhaast.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11787,Kayn,How ironic.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11788,Kayn,I don't need you to rule the universe.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11789,Kayn,Then why can't you put me down?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11790,Kayn,Don't you have any flair for the dramatic!?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11791,Kayn,"*Yawn* ""Spare me.""",False,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11792,Kayn,What are you? Really?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11793,Kayn,All the Ora within you.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11794,Kayn,They will learn to fear the name of Kayn!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11795,Kayn,Just kill everyone! It's much more efficient.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11796,Kayn,I'm not sure I believe Ora is sentient.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11797,Kayn,I don't care what you believe.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11798,Kayn,Do you know the difference between a villain and a monster?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11799,Kayn,The will to do what's necessary.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11800,Kayn,"For an ancient mysterious artifact, you sure love to hear yourself talk.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11801,Kayn,I've been trapped on a backwater planet for untold millenia. Indulge me.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11802,Kayn,Where did you come from? What do you want?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11803,Kayn,It makes for a better story.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11804,Kayn,Haha! Marvelous!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11805,Kayn,Why is that girl staring at me?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11806,Kayn,Oh...,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11807,Kayn,Should we do Karaoke night again?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11808,Kayn,No one can know about that.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11809,Kayn,"So... next weekend, then?",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11810,Kayn,"""...Sure.""",False,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11811,Kayn,An imperial soldier and a monster from an alternate reality walk into a bar-,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11812,Kayn,Waait! What was that last part?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11813,Kayn,"They're in a bar, Kayn! Pay attention.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11814,Kayn,Do your people consider that funny?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11815,Kayn,We do not.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11816,Kayn,*Kayn Laughs*,False,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11817,Kayn,You look strong.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11818,Kayn,Misguided fool.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11819,Kayn,This will be riveting.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11820,Kayn,Let's swat this insect!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11821,Kayn,Surgical precision.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11822,Kayn,You are annoying.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11823,Kayn,Mind if I cut in?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11824,Kayn,This one's mine.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11825,Kayn,A welcome change of pace.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11826,Kayn,Let's get you some new scars.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11827,Kayn,Ahh. A volunteer.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11828,Kayn,Don't cry when you lose.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11829,Kayn,Don't run. I hate that!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11830,Kayn,...Hi.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11831,Kayn,She is attracted to our violence.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11832,Kayn,What do you want Kayn!?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11833,Kayn,What!?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11834,Kayn,Malphite! What a loyal dog you are.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11835,Kayn,Dogs die everyday.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11836,Kayn,"At last, Sona. The secrets of the Ora Gate will be mine!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11837,Kayn,Yes... yours...,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11838,Kayn,Captain Yasuo! Why don't you tell me where you're hiding the templar?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11839,Kayn,And then die!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11840,Kayn,So you're that disgraced miner Ziggs.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11841,Kayn,Not even good enough for the B Team!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11842,Kayn,Do you know who I am?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11843,Kayn,They require a demonstration!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11844,Kayn,We'll make a game of it. You try to survive-,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11845,Kayn,And we slice you in half.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11846,Kayn,What is this... thing before me?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11847,Kayn,Just another worm.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11848,Kayn,Are they taunting us!?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11849,Kayn,And I thought you were a drama queen.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11850,Kayn,Does that gaudy crest serve as a shield?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11851,Kayn,Interesting...,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11852,Kayn,What exactly are they the master of?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11853,Kayn,"Dying, being dead. Both.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11854,Kayn,Hey Rhaaast.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11855,Kayn,What?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11856,Kayn,Rhaast.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11857,Kayn,Rhaast.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11858,Kayn,"The geometry of space bends, and breaks, and bleeds!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11859,Kayn,Isn't this better than dying alone on some backwater? You can answer later.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11860,Kayn,"Well now, I'm not familiar with your universe. But oh, how I could be.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11861,Kayn,"Hey Rhaast, remember the time... right, right you're dead! I killed you!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11862,Kayn,The emperor is wearing clothes! Who said he wasn't? Was it you!?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11863,Kayn,"You find that funny? What a small, insignificant speck you are.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11864,Kayn,*Shadow Assassin Laughs*,False,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11865,Kayn,Sing my name!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11866,Kayn,You dare.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11867,Kayn,Entertain me!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11868,Kayn,Die where you stand!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11869,Kayn,You're a mere peasant.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11870,Kayn,I command you to bleed!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11871,Kayn,Submit to me!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11872,Kayn,It's my throne. Mine!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11873,Kayn,"Ora, Ora, Ora!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11874,Kayn,I said bow!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11875,Kayn,You will fall in line.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11876,Kayn,Resist and die!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11877,Kayn,Scream for your emperor!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11878,Kayn,Kneel before me!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11879,Kayn,I want it all. Everything!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11880,Kayn,How dare you look upon me?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11881,Kayn,It's all mine.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11882,Kayn,No one is worthy.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11883,Kayn,"Stand aside, worm!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11884,Kayn,I'm perfectly sane. Rhaast hasn't had any undue effect on... do you hear singing?,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11885,Kayn,Nothing can stop me!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11886,Kayn,Look at you. Flashing that utterly average mastery for everyone to see.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11887,Kayn,You poor fool. You've just made a grave mistake.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11888,Kayn,All will kneel. Or burn with their worlds.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11889,Kayn,Emperor Kayn. Such a magnificent title! I love it.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11890,Kayn,"Look upon me, world! Look upon your saviour!",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11891,Kayn,Now to bring the galaxy to its knees.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11892,Kayn,They will love me. They will loove me!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11893,Kayn,It's not the grandest stage for my empire. But it will be.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11894,Kayn,"An endless sea of stars, each one ripe for conquest.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11895,Kayn,Every star in the sky belongs to me!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11896,Kayn,I know you're watching Rhaast. And I love how much you hate this.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11897,Kayn,Was there ever a greater emperor than Kayn? Nooo.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11898,Kayn,All great armies are mine to command.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11899,Kayn,"I will rule as a tyrant, and they will love me for it.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11900,Kayn,Worship my limitless splender! Worship it.,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11901,Kayn,"Emperor Kayn! King of kings, our great will! Our guiding star.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11902,Kayn,"This universe, and everything in it, is mine.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11903,Kayn,"First I conquered the weapon, and next? Everything else.",True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
11904,Kayn,The timeless gulf of infinity. Completely at my mercy!,True,Male,"Fighter, Assassin",50.15%,13.65%,11.39%,Ionia
