champion,voice_line,is_spoken
Kayn,"""Don't worry Thresh. Soon enough we'll all join you.",False
Kayn,Sad little girl. You have no idea what violence truly means.,True
Kayn,"The bigger they are, the louder they scream.",True
Kayn,I thank you templar. For dooming all of creation.,True
Kayn,"The only odyssey awaiting you, captain, is your own extinction.",True
Kayn,"Hmm. Your exploding body, reminds me... of other, exploding bodies.",True
Kayn,Fear the coming of the dark!,True
Kayn,I will wash this universe clean!,True
Kayn,Such ecstasy! Such resplendent horror!,True
Kayn,"Don't worry, I won't be gone long. If you do need me, just whisper my name.",True
Kayn,"Wait here for me. If I come back to any new dead bodies, I'm gonna be so angry.",True
Kayn,"I have so much slaughter to invoke, so I can barely keep track!",True
Kayn,Sweet... oblivion...,True
Kayn,Noooo... the gate...,True
Kayn,I am born again!,True
Kayn,It's too late for this universe! Rhaast will always return.,True
Kayn,Slay me as many times as you can! The Dark Star will not be contained.,True
Kayn,My throne awaits! I can see it. I can see everything!,True
Kayn,"Oh Rhaast. You were holding out on me. This power feels so, good!",True
Kayn,"Universe! Greet your emperor, and know despair!",True
Kayn,Rhaasty boy! What is this energy? I could rule over everything!,True
Kayn,I can feel Ora coursing through my veins! This. Is. Sublime!,True
Kayn,Divine providence. Unlimited power! Kayn.,True
Kayn,So much left to conquer. So much left to accomplish.,True
Kayn,"Rhaast dared to test me, and was the first to learn his place.",True
Kayn,I passed the monster's test! I alone am fit to rule.,True
Kayn,Pray for any world that draws my attention.,True
Kayn,"Rhaast, are you still in there? Because I won.",True
Kayn,They will worship Kayn!. Rhaast is dead.,True
Kayn,My power will stretch into eternity! None may challenge me.,True
Kayn,They will sing my name for a thousand years!,True
Kayn,My grandure will not be sullied.,True
Kayn,Subjugate all worlds! Every last one of them.,True
Kayn,All will kneel. Or burn with their worlds.,True
Kayn,Emperor Kayn. Such a magnificent title! I love it.,True
Kayn,"Look upon me, world! Look upon your saviour!",True
Kayn,Now to bring the galaxy to its knees.,True
Kayn,They will love me. They will loove me!,True
Kayn,It's not the grandest stage for my empire. But it will be.,True
Kayn,"An endless sea of stars, each one ripe for conquest.",True
Kayn,Every star in the sky belongs to me!,True
Kayn,I know you're watching Rhaast. And I love how much you hate this.,True
Kayn,Was there ever a greater emperor than Kayn? Nooo.,True
Kayn,All great armies are mine to command.,True
Kayn,"I will rule as a tyrant, and they will love me for it.",True
Kayn,Worship my limitless splender! Worship it.,True
Kayn,"Emperor Kayn! King of kings, our great will! Our guiding star.",True
Kayn,"This universe, and everything in it, is mine.",True
Kayn,"First I conquered the weapon, and next? Everything else.",True
Kayn,The timeless gulf of infinity. Completely at my mercy!,True
Kayn,I'm the one with power now Rhaast! You hear me!?,True
Kayn,"With this much Ora at my command, my empire is invincible!",True
Kayn,Praise my name! Praise Emperor Kayn!,True
Kayn,You stand on the precipice of a deadly fate. Take a step. Face your emperor.,True
Kayn,"I suppose I could honour you with death. All part of my duties, after all.",True
Kayn,What can I say? You're either the emperor of the universe or you're not me.,True
Kayn,You poor fool. You've just made a grave mistake.,True
Kayn,"Everything belongs to me, worm. Even that mastery.",True
Kayn,Look at you. Flashing that utterly average mastery for everyone to see.,True
Kayn,I'm perfectly sane. Rhaast hasn't had any undue effect on... do you hear singing?,True
Kayn,"Hey Rhaast, remember the time... right, right you're dead! I killed you!",True
Kayn,The emperor is wearing clothes! Who said he wasn't? Was it you!?,True
Kayn,"You find that funny? What a small, insignificant speck you are.",True
Kayn,*Shadow Assassin Laughs*,False
Kayn,Sing my name!,True
Kayn,You dare.,True
Kayn,Entertain me!,True
Kayn,Die where you stand!,True
Kayn,You're a mere peasant.,True
Kayn,I command you to bleed!,True
Kayn,Submit to me!,True
Kayn,It's my throne. Mine!,True
Kayn,"Ora, Ora, Ora!",True
Kayn,I said bow!,True
Kayn,You will fall in line.,True
Kayn,Resist and die!,True
Kayn,Scream for your emperor!,True
Kayn,Kneel before me!,True
Kayn,I want it all. Everything!,True
Kayn,How dare you look upon me?,True
Kayn,It's all mine.,True
Kayn,No one is worthy.,True
Kayn,"Stand aside, worm!",True
Kayn,Nothing can stop me!,True
Kayn,"Face me, filth!",True
Kayn,For my empire!,True
Kayn,You're all worms!,True
Kayn,You've failed the test.,True
Kayn,You aren't worthy.,True
Kayn,I'll despoil a thousand worlds!,True
Kayn,Hate me! Fear me!,True
Kayn,My power is endless!,True
Kayn,"I'm everything you wanted and more, Jinx!",True
Kayn,"Malphite! Come at me, dog.",True
Kayn,"Rhaast can't save you now, Sona!",True
Kayn,"You won't escape me this time, captain.",True
Kayn,"Come, Ziggs. Test your new emperor.",True
Kayn,Surrender yourself... to me!,True
Kayn,The test is over Rhaast.,True
Kayn,No... Nooo...,True
Kayn,Yeeeess.,True
Kayn,*Rhaast Screams*,False
Kayn,My time is now!,True
Kayn,*Shadow Assassin Grunts Twice*,False
Kayn,*Shadow Assassin Grunts*,False
Kayn,I can see forever.,True
Kayn,I see now.,True
Kayn,Silence...,True
Kayn,I know you're near...,True
Kayn,You're gonna love this next part.,True
Kayn,All hail Kayn!,True
Kayn,Give me your Ora!,True
Kayn,For the empire.,True
Kayn,*Shadow Assassin Chuckles*,False
Kayn,So easy. It's all so easy.,True
Kayn,I will take on all challengers to my throne.,True
Kayn,"You could never hope to stop me, but I love that you tried.",True
Kayn,"But I digress, who are you again?",True
Kayn,"Did you see that Rhaast?"" *Nervous Laugh* ""...Rhaast?",True
Kayn,"Didn't you know? I'm the emperor, so I win.",True
Kayn,No one will take my throne from me! Not even me.,True
Kayn,How sad. You would have made an excellent concubine.,True
Kayn,Now play dead. Who's a good boy?,True
Kayn,"Goodbye, templar. And thank you for control of the universe.",True
Kayn,"If you want my personal opinion, ""Hasaki"" is a really sad choice of last words.",True
Kayn,Isn't this better than dying alone on some backwater? You can answer later.,True
Kayn,Hail Kayn! The all-conquering!,True
Kayn,All will bow to my greatness!,True
Kayn,Rejoice! Your emperor is here!,True
Kayn,Can't trust the councilors. They're too tainted. Rhaast would've said... Hmhmhmhm Rhaast... ,True
Kayn,"No line of secession. Hunt down everyone, all of their offspring, until there is only Kayn.",True
Kayn,"The ruling bodies will have to be disassembled by force. Yes, cut them apart.",True
Kayn,But I was... invincible...,True
Kayn,My... empire..,True
Kayn,I will live forever!,True
Kayn,My legacy doesn't die here.,True
Kayn,Did you miss me? I know I did.,True
Kennen,The eyes never lie.,True
Kennen,A silent death!,True
Kennen,Ready.,True
Kennen,Let's do it!,True
Kennen,Yes yes yes!,True
Kennen,I am the wind!,True
Kennen,Balance in all things.,True
Kennen,Big targets are the best! There's more to aim at!,True
Kennen,"Yes, they make shurikens this small!",True
Kennen,Kennen laughs.,False
Kennen,Haaayaaa!,True
Kennen,Time to strike!,True
Kennen,Their final moments approach.,True
Kennen,For Ionia.,True
Kennen,From the shadows!,True
Kha'Zix,Change is good.,True
Kha'Zix,They fear me.,True
Kha'Zix,Consume and adapt.,True
Kha'Zix,Position for ambush.,True
Kha'Zix,A different view.,True
Kha'Zix,I sense worthy prey.,True
Kha'Zix,Endless hunger.,True
Kha'Zix,This world is delicious!,True
Kha'Zix,Sharpening my claws.,True
Kha'Zix,Fear the Void.,True
Kha'Zix,They'll never see me.,True
Kha'Zix,My wings are restless.,True
Kha'Zix,I will soar over them.,True
Kha'Zix,They won't know what ate them.,True
Kha'Zix,In the shadows.,True
Kha'Zix,Limb from limb.,True
Kha'Zix,Ready to reap.,True
Kha'Zix,Death from afar.,True
Kha'Zix,Pierce and skewer.,True
Kha'Zix,Do not fear death. The best part of you will live on!,True
Kha'Zix,"If I eat you, will I learn how to die?",True
Kha'Zix,Hahaha. You're barely worth eating!,True
Kha'Zix,"To truly know someone, eat them and walk a mile in their feet.",True
Kha'Zix,My purpose is eating deadly creatures. My hobby is eating Yordles.,True
Kha'Zix,"I ate an optimist once, but I couldn't keep him down.",True
Kha'Zix,I have evolved beyond jokes. I am now a robot. Beep. Boop.,True
Kha'Zix,Kha'Zix laughs.,False
Kha'Zix,Kha'Zix growls. ,False
Kha'Zix,Kha'Zix growls.,False
Kha'Zix,Isolate and devour.,True
Kha'Zix,One by one.,True
Kha'Zix,Ah... delicious.,True
Kha'Zix,Blood in the air.,True
Kha'Zix,Clever creatures.,True
Kha'Zix,Devour their bones.,True
Kha'Zix,From the dark.,True
Kha'Zix,Strike from above.,True
Kha'Zix,Die running.,True
Kha'Zix,Slice them apart.,True
Kha'Zix,I am living change.,True
Kha'Zix,Evolve and overcome.,True
Kha'Zix,They can't keep up.,True
Kha'Zix,They will not expect this!,True
Kha'Zix,Kha'Zix dies.,False
Kindred,Never one... ,True
Kindred,...without the other.,True
Kindred,You overstep.,True
Kindred,Every life... ,True
Kindred,...ends with us.,True
Kindred,"Tell me again, little Lamb, which things are mine to take?",True
Kindred,"All things, dear Wolf.",True
Kindred,Those who dread us grant us the most power.,True
Kindred,We are not dreams. We are the waking.,True
Kindred,"""The only true death is to never live.",False
Kindred,"""There are so many ways to die.",False
Kindred,"""Those who run from death... stood still in life.",False
Kindred,"""All will know us... in time.",False
Kindred,Beauty fades. That is why it is beautiful.,True
Kindred,Wolf chases what does not willingly go.,True
Kindred,"Tomorrow is a hope, never a promise.",True
Kindred,"Hurry, Lamb. Faster.",True
Kindred,I smell their fear.,True
Kindred,None can hide.,True
Kindred,Follow their tracks.,True
Kindred,Bits of them stick in my claws!,True
Kindred,Fear makes the chase more fun!,True
Kindred,All who run are mine!,True
Kindred,Can't wait for them to flee!,True
Kindred,I smell prey!,True
Kindred,How does hunger feel?,True
Kindred,Always there.,True
Kindred,I wonder how they see me.,True
Kindred,Ashes on wool.,True
Kindred,What sound do they make?,True
Kindred,Feathers falling on fresh snow.,True
Kindred,None can hide!,True
Kindred,Though many try.,True
Kindred,They race from us!,True
Kindred,Only to find us sooner.,True
Kindred,The weft and weave of fate guides---,True
Kindred,Words spoil the chase!,True
Kindred,All things linger... ,True
Kindred,...in our shadow.,True
Kindred,They know we'll come.,True
Kindred,Yet they are never prepared.,True
Kindred,How long will we be together?,True
Kindred,Forever more.,True
Kindred,"Peacefully, they go.",True
Kindred,"Hungry, we follow!",True
Kindred,They laugh.,True
Kindred,And scream!,True
Kindred,And dance.,True
Kindred,And flee!,True
Kindred,And everywhere Lamb went... ,True
Kindred,...Wolf was sure to follow.,True
Kindred,...Wolf was sure to follow!,True
Kindred,Lamb hums.,False
Kindred,I see water!,True
Kindred,They are called... tears.,True
Kindred,Chasing is the best game in the world... and I always win!,True
Kindred,I'll give you a running start!,True
Kindred,Not that it will help.,True
Kindred,It thinks it can beat us!,True
Kindred,This is called... denial.,True
Kindred,Choose now - my arrows... ,True
Kindred,...or my teeth?!,True
Kindred,"We understand your loneliness, but... ",True
Kindred,...stay away!,True
Kindred,Pop the balloon!,True
Kindred,We know your name child. Woven across countless almost-lives.,True
Kindred,"Rushing to meet us again, I see.",True
Kindred,Have we met before?,True
Kindred,His song sounds good.,True
Kindred,The singer mistakes melody for substance.,True
Kindred,Long have we shadowed your deeds.,True
Kindred,Turn and face us now!,True
Kindred,Trees make a boring chase!,True
Kindred,Chase the cat!,True
Kindred,Rengar is well-versed in the ways of the hunter.,True
Kindred,"Now, he's prey!",True
Kindred,"Come, Sion, let us end this mockery.",True
Kindred,"Sometimes, death is a blessing.",True
Kindred,There are no wolves like me!,True
Kindred,Lamb tries to shoot an apple placed on Wolf's head using her feet.,False
Kindred,"Hold still, Wolf.",True
Kindred,Ahh! Don't shoot me!,True
Kindred,What happens if you miss?,True
Kindred,I don't know.,True
Kindred,"Words, words, la la la, pew twang pew!",True
Kindred,Are you imitating me?,True
Kindred,"I'm hungry, I'm hungry, I'm bored, chase chase chase!",True
Kindred,You get it now!,True
Kindred,The weft and weave of fate guides... um... uh... how did that poem go again?,True
Kindred,Lamb and Wolf laugh.,False
Kindred,Embracing life means accepting death.,True
Kindred,Panic not when life ebbs.,True
Kindred,All sparks kindle new flames.,True
Kindred,Depart in peace.,True
Kindred,Hush now. Rest.,True
Kindred,You shine brightly.,True
Kindred,Drift gently into oblivion.,True
Kindred,How one dies shows how one lived.,True
Kindred,Run if you can!,True
Kindred,They struggle! Good!,True
Kindred,They break too easy!,True
Kindred,Feet tire fast!,True
Kindred,Ready to chase? Too bad!,True
Kindred,This will hurt - lots!,True
Kindred,No more words!,True
Kindred,Tear out the throat!,True
Kindred,Rip them to bits!,True
Kindred,My claws never dull!,True
Kindred,This one is yours.,True
Kindred,Lamb calls!,True
Kindred,Wolf strikes.,True
Kindred,A careless step... ,True
Kindred,...then teeth!,True
Kindred,Life is ours... ,True
Kindred,...to end!,True
Kindred,Go easily.,True
Kindred,No! Thrash! Flee!,True
Kindred,Time to... ,True
Kindred,...end this.,True
Kindred,Mine?,True
Kindred,Ours.,True
Kindred,Flee - or stand firm.,True
Kindred,Doesn't matter!,True
Kindred,Day always turns to... ,True
Kindred,...food!,True
Kindred,The masks of the Kindred seek you!,True
Kindred,Our mark looms over you.,True
Kindred,Treasure your final moments.,True
Kindred,Eternal twilight calls for you.,True
Kindred,"Your next treat, dear Wolf.",True
Kindred,Fate hunts you today.,True
Kindred,A fine life reaches its conclusion.,True
Kindred,Their path is destined to cross ours.,True
Kindred,The hunt begins!,True
Kindred,This one is ready!,True
Kindred,Run! Now!,True
Kindred,I hope this one has strong legs!,True
Kindred,I will chase it until it's dead!,True
Kindred,We have your name.,True
Kindred,And your scent!,True
Kindred,Ready or not!,True
Kindred,We know your name!,True
Kindred,We have always known it.,True
Kindred,When you see us... ,True
Kindred,...it's too late!,True
Kindred,"Shall we, dear Wolf?",True
Kindred,Race you there!,True
Kindred,This next one will be easy.,True
Kindred,And if not?,True
Kindred,More fun.,True
Kindred,Its heart beats fast now!,True
Kindred,It knows.,True
Kindred,Such befalls all who bear our mark.,True
Kindred,All your life has led to this moment.,True
Kindred,All life is temporary.,True
Kindred,"Well hunted, dear Wolf.",True
Kindred,Return to nothing.,True
Kindred,That was a good chase!,True
Kindred,"Hahahahaha, that was fun!",True
Kindred,Fun chase!,True
Kindred,We take our mark!,True
Kindred,Only to place it elsewhere.,True
Kindred,Our mark is lifted.,True
Kindred,No match for me!,True
Kindred,"None are, dear Wolf.",True
Kindred,We win!,True
Kindred,"Always, dear Wolf.",True
Kindred,Everyone.,True
Kindred,"All things, great and small... ",True
Kindred,...die.,True
Kindred,No match for us!,True
Kindred,"Few are, dear Wolf.",True
Kindred,The chase ends!,True
Kindred,"More lie ahead, dear Wolf.",True
Kindred,If it draws breath... ,True
Kindred,...it meets us.,True
Kindred,The hunt is back on!,True
Kindred,That was meant to be ours.,True
Kindred,We shall remember this theft.,True
Kindred,What folly it is to snatch our marks.,True
Kindred,No! That was mine!,True
Kindred,You stole my chase!,True
Kindred,How fast can you run?,True
Kindred,An emboldened thief.,True
Kindred,I will eat it!,True
Kindred,You steal from us... ,True
Kindred,...we steal from you.,True
Kindred,"Go, Wolf!",True
Kindred,Run them down!,True
Kindred,Chase to your heart's content.,True
Kindred,"Now, Wolf!",True
Kindred,Mine!,True
Kindred,"Shine once more, before the end.",True
Kindred,Savour life's closing act.,True
Kindred,"Not here, not yet.",True
Kindred,Forged in a land unwelcome to us.,True
Kindred,"For us, or them?",True
Kindred,Sharp enough to slice the veil between life and death.,True
Kindred,A sharper blade makes for a cleaner death.,True
Kindred,They shall only hear my voice.,True
Kindred,Cut them deeper!,True
Kindred,Strip away their armor.,True
Kindred,Rip it to shreds!,True
Kindred,I thirst more!,True
Kindred,It courses with stolen lives.,True
Kindred,They shall not ignore us so easily.,True
Kindred,"Lamb, tell me a story.",True
Kindred,There was once a pale man with dark hair who was very lonely.,True
Kindred,Why was it lonely?,True
Kindred,"All things must meet this man, so they shunned him.",True
Kindred,Did he chase them all?,True
Kindred,He took an axe and split himself in two right down the middle.,True
Kindred,So he would always have a friend?,True
Kindred,So he would always have a friend.,True
Kindred,"Are you there, dear Wolf?",True
Kindred,"I am, little Lamb.",True
Kindred,Are you sad?,True
Kindred,I am.,True
Kindred,What does it feel like?,True
Kindred,A long hunt with no kill.,True
Kindred,Is it time?,True
Kindred,We will soon awaken from this pale slumber.,True
Kindred,Is this what it feels like to end?,True
Kindred,"I do not know, for this is not our end.",True
Kindred,Do others come back?,True
Kindred,"Those who do, wish they hadn't.",True
Kindred,"How old are we, Lamb?",True
Kindred,Older than those whose footsteps are long vanished.,True
Kindred,Many years.,True
Kindred,I remember them all.,True
Kindred,"Have they forgotten us yet, little Lamb?",True
Kindred,"All still know us, though they try to forget. Soon we will remind them.",True
Kindred,"What do all stories have in common, dear Wolf?",True
Kindred,They end.,True
Kled,"I find courage unpredictable, it's total insanity you can rely on!",True
Kled,"Oh, I knew you was all yeller!",True
Kled,Them's humans!,True
Kled,Skaarl growls,False
Kled,"Naw, they're good eatin'.",True
Kled,"What was that? Oh, I should go for the decakill? Uh, if you say so.",True
Kled,It's my property! All sixty gazillion acres of it!,True
Kled,"Holy sh**, where are we?",True
Kled,Guess we'll have to kill our way out!,True
Kled,This land was made for me - and me alone.,True
Kled,"I hate to advocate violence and insanity, but it's worked for me.",True
Kled,"Were you just talking, or was it the voices again?",True
Kled,I do not want my lands tamed. I want them unruly and free.,True
Kled,I'm from all over. It's next to nowhere and shut the hell up!,True
Kled,I play with guns. I work with an axe.,True
Kled,Mushrooms are healthy! Once you get used to the madness and paranoia.,True
Kled,A man without a weapon ain't worth listening to.,True
Kled,"Yeah, I like it out here. Freedom, communing with nature, killing hikers.",True
Kled,They ain't ready for us.,True
Kled,I keep hallucinating that you can talk.,True
Kled,"Nah, I'm sure it'll pass.",True
Kled,Skaarl! This ain't no time for philosophying!,True
Kled,Killing a few things might loosen this up.,True
Kled,No more of that! You're upsetting the invisible badgers!,True
Kled,My land begins where I walk. It ends where the sun don't shine!,True
Kled,"Damn cowards, making me ride over to kill 'em.",True
Kled,"Well, maybe I am looking to start a fight!",True
Kled,I do prefer to ride into battle.,True
Kled,"Yeah, but... then how we gonna' invade both bases at once?",True
Kled,"No, I'm positive, I ain't delusional! ...More than usual...",True
Kled,Of course I'm paranoid! You tried to kill me yesterday!,True
Kled,I came to cut off a piece of that Noxian dream... and I ain't sharing my piece!,True
Kled,"Nah, them we kill them too! Ain't nobody on my team but you.",True
Kled,"Don't try and understand 'em, just rope, throw and brand 'em.",True
Kled,I grew up mean and now I'm older than murder.,True
Kled,Ain't nothing more beautiful than the Noxian plains... excepting a rich corpse.,True
Kled,"All we need is open country, but we gonna' take everything they got!",True
Kled,I fight better when I've had my... medicine.,True
Kled,No! Planning and strategy? That's city-folk stuff!,True
Kled,Don't need a plan... long as I got this axe.,True
Kled,"Yeah, they just confirming our suspicions, ain't they?",True
Kled,I don't have trouble communicating. Words is just treacherous bastards.,True
Kled,"You ready, Skaarl? This day's gonna' require some mindblowing weirdness.",True
Kled,Are you ready for anything?,True
Kled,Of course you are!,True
Kled,"Hey, it's Forward Admiral Major Kled! I ain't been a Mister since ever!",True
Kled,Shh! Them brain weasels probably listening for us.,True
Kled,Let's get to killing them interloping intruders!,True
Kled,"Was the battle of Fallgren when I first took the rank of Sergeant General Colonel. Least, I think that's what rank they was. Gotta' remember to ask before killing them.",True
Kled,Ain't nothing like having the wind on your back and blood on your face.,True
Kled,"It's your birthday, Skaarl! Let's bake a murder cake!",True
Kled,"Well, my foot wanted to meet your ass, and I'm about to give them a shotgun wedding!",True
Kled,Shh! It's time to get violent... and weird.,True
Kled,"Oh, we find 'em, tie 'em up, then they's like a piñata full of meat.",True
Kled,"Damnit Skaarl, d'you hide my mushroom juice again?",True
Kled,"After we finish murdering these folks, what do you think? Tacos? Yeah, tacos.",True
Kled,"First, we kill 'em, then we make 'em tell us where they came from.",True
Kled,"Remember when we sacked Trevale, and that general thought we'd be willing to share the spoils? Pheh! Officers die just as easy as anybody.",True
Kled,There ain't no land that ain't mine. Just land I ain't got around to claiming.,True
Kled,Just 'cause they're our team don't mean we can trust 'em.,True
Kled,"They're all trespassers, we're just killing them five first.",True
Kled,"Yeah, yeah, invade Ionia you said, it'll be fine you said!",True
Kled,"Fine, you said!",True
Kled,"Yeah, reminds me of the siege of Ruug. Lot of men died on its high walls. It was fun.",True
Kled,"At the gates of Qualthala, they tried using that boiling oil on us, but you can't deep-fry courage!",True
Kled,"I am deep-fried courage, and an apple pie of angry!",True
Kled,"I know, I know.",True
Kled,Would you stop bitching for one minute?,True
Kled,Because I know someone is trying to sneak up on us!,True
Kled,"Yeah, they think they so clever! Brains don't win fights, brains is what splatter on you!",True
Kled,"Well, you the only thing I trust.",True
Kled,"Yeah, well, that's what I thought.",True
Kled,"Shut your hole, you dumb lizard.",True
Kled,"Well, just 'cause you're a hallucination and I don't speak lizard don't mean I can't understand you!",True
Kled,You do come up with the best ideas.,True
Kled,"No, it's when I don't drink mushroom juice that I have a problem!",True
Kled,I am Kled! High Major Commodore of the First Legion Third Multiplication Double Admiral Artillery Vanguard Company! You will respect my authority!,True
Kled,"We was having a nice conversation, then they showed up... uninvited!",True
Kled,Noxus was created to train the faithful.,True
Kled,What are you whining about? I already fed you half a platoon!,True
Kled,Don't you bite me again!,True
Kled,"Naw, it's just like the assault on Glorft. You seen one artillery vanguard in a commando fleet action, you seen 'em all.",True
Kled,Noxus ends where I say it ends.,True
Kled,"Ain't much I love. Only this big sky, and this dumb lizard.",True
Kled,Let's get some new property.,True
Kled,"The sky is my roof, the open plains are my bed, and this lizard is the only company I need.",True
Kled,"This big sky, this green land. Now how could I share this with anyone?",True
Kled,"Woo, it's darn pretty round here. Glad it's mine.",True
Kled,You can't be lonely when the land is this beautiful.,True
Kled,Of course I want to pick a fight with 'em.,True
Kled,This world is rough. You gotta' be tough or die.,True
Kled,"Yes, a sane man would run, but I ain't the running kind!",True
Kled,No-one tells me what to do.,True
Kled,This here land is mine!,True
Kled,This is just a victory waiting to happen!,True
Kled,This desert sky's gonna' open up with a rain of heavenly bloodshed and glorious violence!,True
Kled,I am the brutal instrument of my own destiny!,True
Kled,Ain't nobody gonna' give you nothing. Gotta' take it yourself.,True
Kled,Impossible ain't a Noxian word.,True
Kled,I didn't become a Rear Forward Brigadier Admiral from running!,True
Kled,I don't need that lizard! Kled's got his own ideas.,True
Kled,I don't need nothing but this axe... and this gun... and this hat.,True
Kled,Why's all these intruders so far away?,True
Kled,"I know that lizard ain't talking, but I still hear him. Shut up, lizard. Shut up!",True
Kled,"Stop talking, you stupid brain badgers!",True
Kled,"Hey, what was that? Of course I don't need Skaarl... but he helps.",True
Kled,What was that? Run straight into the tower?,True
Kled,I don't need a team to start a teamfight!,True
Kled,Sure! I'll kill all of them myself!,True
Kled,I don't need you Skaarl!,True
Kled,"I said I wasn't not backing off, no how!",True
Kled,"Even if I lose, I win! Just means I get to come back and kill you later!",True
Kled,"I know you're listening, brain weasels! I ain't falling for it!",True
Kled,"I am Sir Admiral Major Kled, and I smell a victory potpourri!",True
Kled,First thing you learn as a Lieutenant Sergeant Commodore: rely only on yourself.,True
Kled,"Skaarl! Come back, buddy! Skaarl?",True
Kled,"Damnit, Skaarl! I hate walking!",True
Kled,I didn't not earn the rank of Sergeant double Admiral by not running!,True
Kled,"""Folks say I got violent tendencies."" Kled laughs.",False
Kled,"Oh, she'll see, she'll see! She'll come strolling back when I turn them interlopers into a purée.",True
Kled,Ain't nobody tough as Kled! I've got gravel in my guts and a fire in my head!,True
Kled,"I came here to... well, I don't know what I came here for, but I'm gonna' defend it!",True
Kled,"Lord Colonel Major Centurion Kled don't run, no he don't!",True
Kled,"Don't worry, them voices ain't telling me to kill you no more...! Yeah, of course we still gonna' kill 'im.",True
Kled,You do realise... you're on my property?,True
Kled,I figure I'll help you kill 'em... before I kill you.,True
Kled,Usually I find conversation boring and useless. You remind me I'm right.,True
Kled,You feel like arguing about something? It'll make what happens later easier for you.,True
Kled,So... when exactly you planning on getting the hell outta' here?,True
Kled,"Woo, no sir, I ain't gonna' kill you and feed you to my lizard! Them's just... malicious rumours!",True
Kled,"Oh, before I forget, what, uh... rank are you, exactly?",True
Kled,"You may be from Noxus, but you ain't Noxian.",True
Kled,"Don't mess with Noxus, brother.",True
Kled,"You know, I like you, brother. As much as I can like a lily-livered jungle-sniffer.",True
Kled,You sure you're Noxian? You look a little Ionian to me.,True
Kled,Watch your stepping! That's my land you're gallivanting on!,True
Kled,Drinking from battle? What kind of dumb crap is that?,True
Kled,"Telling people you're a god? Hell, you're barely a paring knife.",True
Kled,Something caught in your throat? 'cause you sound desperate!,True
Kled,Say that again! I dare you.,True
Kled,"Thems fighting words! See, Skaarl? That's why I don't like people.",True
Kled,Shut your mouth hole! Them badgers are listening.,True
Kled,"I'm just a Yordle standing in front of you, asking you to shut the hell up!",True
Kled,"Of course you realize, this means war.",True
Kled,"So, that's what considered funny in the city, huh?",True
Kled,I got a joke too! It's called me kicking your teeth in!,True
Kled,"That it? That was your joke, huh?",True
Kled,Was you making fun of my Skaarl?,True
Kled,"Real funny! Knew a funny guy in the Drekan Campaign - took a javelin in the spine, couldn't walk after that. Used him as a coat rack.",True
Kled,Kled laughs.,False
Kled,Kled yells.,False
Kled,Kled grunts.,False
Kled,Slow down so I can kill something!,True
Kled,Get off my lawn!,True
Kled,They's about to be dead!,True
Kled,This land is my land!,True
Kled,Damn trespassers!,True
Kled,"Step on my land again, you're done!",True
Kled,How about a long axe in your guts?,True
Kled,You are perturbing my tranquility!,True
Kled,You should run! Skaarl likes his food lively!,True
Kled,Don't interrupt me! I'm trying to start a fight!,True
Kled,Damn city folk!,True
Kled,"I'm Kled, and this here's Skaarl. Prepare to die.",True
Kled,"This is how it's gonna work: I kill you, then I take your stuff.",True
Kled,"Look, Skaarl! It's dinner time!",True
Kled,You see my welcome sign back there? No? It was your friend's skull!,True
Kled,You will salute when you address me!,True
Kled,Let's get them trespassers!,True
Kled,Why ain't they saluting me? They should be saluting me! Salute me now!,True
Kled,You get my invitation to visit? No? 'cause there ain't one!,True
Kled,"Oh, it's on!",True
Kled,I got your welcoming present right here!,True
Kled,The badgers command your death!,True
Kled,Only coffin's gonna' be this lizard's belly!,True
Kled,"Let's get 'em, Skaarl!",True
Kled,I might have to jump off this lizard and put my boot in your watoosie!,True
Kled,"Let's get 'em, 'fore they get us.",True
Kled,I'm gonna murder you to death!,True
Kled,I will murder your whole family!,True
Kled,"My brain is on fire, my soul is strong, and my lizard is hungry!",True
Kled,You mocking me?,True
Kled,He looked at me funny! Get him.,True
Kled,You can't take what's mine!,True
Kled,You looking at me? 'cause I'm gonna' kill you!,True
Kled,You can't bushwhack a bushwhacker!,True
Kled,You just justified a preemptive retaliatory strike!,True
Kled,They came looking for a fight? Let's oblige 'em.,True
Kled,"I am justified, and I am armed!",True
Kled,"""Howdy!"" Kled laughs.",False
Kled,I'm through running!,True
Kled,I'll kill you!,True
Kled,Now you done it!,True
Kled,I'll gut you!,True
Kled,I'll say something witty after I kill you!,True
Kled,"I'm gonna' cut you open and use your spine for a back scratcher, because it is itchy! Very itchy!",True
Kled,I can only express myself through violence!,True
Kled,Who sent you?,True
Kled,Welcome to Noxus!,True
Kled,This! Is! Noxus!,True
Kled,I hate you!,True
Kled,You's trying my patience!,True
Kled,Come back here and fight!,True
Kled,My axe talks for me!,True
Kled,You thought I was done? Kled ain't never done!,True
Kled,I can't be reasoned with!,True
Kled,It's go time!,True
Kled,I ain't stopping!,True
Kled,"You see, Skaarl? I'm doing it alone!",True
Kled,I'll kill 'em all!,True
Kled,"See, Skaarl? I don't need help!",True
Kled,Skaarl! You're missing the fun!,True
Kled,I'm just beginning to fight!,True
Kled,I'll kick the crap outta' you!,True
Kled,No trespassing!,True
Kled,Intruder!,True
Kled,"You're a cockroach, and it's half-past stomping time!",True
Kled,My brain is full of weasels!,True
Kled,Serenity now!,True
Kled,I don't like sharing!,True
