,champion,voice_line,is_spoken
16322,Kled,"Woo, good timing!",True
16323,Kled,I knew you'd be back.,True
16324,Kled,"Dang nabbit, I love this lizard!",True
16325,Kled,Boy am I glad to see you!,True
16328,Kled,The badgers command it!,True
16329,Kled,For the brain weasels!,True
16330,Kled,"Yeehaw! I knew you couldn't quit me, Skaarl!",True
16331,Kled,Kled gaining courage theme,False
16335,Kled,Kled mounting,False
16339,Kled,Kled dismounting,False
16342,Kled,Kled dismounted theme,False
16345,Kled,Gotcha now!,True
16346,Kled,How you like that leash?,True
16348,Kled,"Oh, you ain't getting away!",True
16349,Kled,You ain't running!,True
16350,Kled,Just try and run!,True
16351,Kled,You ain't going nowhere!,True
16352,Kled,Get back here!,True
16353,Kled,Thought you wanted to visit!,True
16354,Kled,You think you can run?,True
16355,Kled,I'm gonna learn you about pain!,True
16356,Kled,"Come back, I gotta' put an axe in your brain!",True
16357,Kled,"Aw, you ain't leaving, are you?",True
16358,Kled,"Oops, bear trap in your neck!",True
16359,Kled,Get 'em!,True
16360,Kled,Hyaah!,True
16362,Kled,"Get 'em, Skaarl!",True
16363,Kled,Yeehaw!,True
16364,Kled,Yip yip!,True
16365,Kled,Wowee!,True
16368,Kled,Wahah!,True
16371,Kled,Hee hee!,True
16372,Kled,Ha ha!,True
16373,Kled,Chaaaaarge!,True
16375,Kled,Let's get 'em!,True
16376,Kled,Yaaaahoooo!,True
16378,Kled,Yeeeehaaaw!,True
16379,Kled,Yeaaaaaaah!,True
16380,Kled,Follow meeeee!,True
16381,Kled,No prisoneeeers!,True
16382,Kled,Kled charging theme,False
16386,Kled,"This is Noxus, son! Winner takes all!",True
16387,Kled,That'll learn 'em!,True
16388,Kled,"Thought you could take my land, huh? How'd that work out for you?",True
16389,Kled,How's that dirt taste?,True
16390,Kled,"Don't worry, Skaarl! We'll come back so you can eat 'em later.",True
16391,Kled,Whoops! Looks like I accidentally stabbed you with my long axe - until you were dead!,True
16392,Kled,"You were a visitor, now you're mulch!",True
16393,Kled,"Skaarl, that was what we call a predictable scenario.",True
16394,Kled,I told 'em what was gonna' happen if they came onto my land!,True
16395,Kled,"Next time you visit, bring more stuff I can take!",True
16396,Kled,"I might be a deranged lizard-riding bandito, but I whooped you real good!",True
16397,Kled,"Now, I might have overreacted to you unlawfully entering my property - but I don't think so!",True
16398,Kled,Ahahahaha! I warned him! I did warn him!,True
16399,Kled,"It's funny, 'cause he died right on the border of my land, and more of my land!",True
16400,Kled,Glad you could visit!,True
16401,Kled,Don't let the door hit you on your way to hell!,True
16402,Kled,They never learn.,True
16403,Kled,Tried to bushwhack a bushwhacker!,True
16404,Kled,That learned 'em real good.,True
16405,Kled,We didn't come here to teach lessons in humanity!,True
16406,Kled,Y'all made a nice stabbing bag.,True
16407,Kled,Killing makes me thirsty.,True
16408,Kled,Nothing like a river of blood to send a message.,True
16409,Kled,"Y'know, a long time ago, being crazy meant something.",True
16410,Kled,Just 'cause we was kin don't mean I ain't feeding you to Skaarl!,True
16411,Kled,"Hey cous', glad you came to visit!",True
16412,Kled,A relative's just another unwanted guest.,True
16413,Kled,Afraid I had to cut your visit short.,True
16414,Kled,You ain't cute now!,True
16415,Kled,"Aw, you are so cute... 'fore I ripped your fuzzy head off!",True
16416,Kled,"I could feel bad about killing you, or we could stomp on your corpse!",True
16417,Kled,"You was cute - lousy, but cute.",True
16418,Kled,He died as dumb as he sounded.,True
16419,Kled,And he ain't even had the indignity to call himself a demon.,True
16420,Kled,"Never had much to say, but I'm sure glad we shut him up.",True
16421,Kled,Girl was all messed up.,True
16423,Kled,"I mean, before we killed her. Snake for legs? Crazy!",True
16424,Kled,I guess it's snake dinner tonight!,True
16425,Kled,"Was that lady half-snake, or that snake half-human? She is... confusing. Dead, but confusing.",True
16426,Kled,"Hey, lizard food! What exactly was you general of?",True
16427,Kled,Nice axe! Learn to use it!,True
16428,Kled,Death by my hand!,True
16429,Kled,He wanted to unify Noxus. Guess that makes me a secessionist.,True
16430,Kled,"KLEEEEEED... naw, it's just Kled.",True
16431,Kled,Who wants some Kled?,True
16432,Kled,This is where Kled shines!,True
16433,Kled,Skaarl? You eatin' good tonight! That girl's got some meat on her!,True
16434,Kled,And you thought I talked crazy!,True
16435,Kled,I gotta' stop the mushroom juice... I swear that girl had some tentacles or something!,True
16436,Kled,"Bye bye, fancy pants!",True
16437,Kled,"Hey, fancy pants! Got your cloak dirty!",True
16438,Kled,I don't know what he was. I just needed him to shut up.,True
16439,Kled,"I can respect crazy, but what kind of fool reloads in the middle of a fight?",True
16440,Kled,"A sinister blade? Heck, girl, Skaarl's got farts more sinister than you was.",True
16441,Kled,I like a girl with moxie.,True
16443,Kled,"No, obviously she didn't have any! That's the darn point!",True
16444,Kled,Humans is such easy prey.,True
16445,Kled,She had one crazy getup! Them city-folk clothes is getting ridiculous.,True
16447,Kled,"Yeah, I'll try it on later.",True
16448,Kled,Go back to Noxus Prime!,True
16449,Kled,All your little city-girl dreams just got stomped.,True
16450,Kled,We wrecked that thing!,True
16451,Kled,Damn varmint left holes all over the yard.,True
16452,Kled,Queen of what? Darn thing made Skaarl look smart!,True
16453,Kled,Pure Noxian girl. Almost liked her. Almost.,True
16454,Kled,"Seems to have lost your bounce, girl.",True
16455,Kled,All that hippy hop! Getting on my nerves!,True
16456,Kled,How many times do I gotta' kill him?,True
16458,Kled,I know!,True
16459,Kled,"Too stupid to live, too dumb to die.",True
16460,Kled,I don't think you can eat that one.,True
16462,Kled,He looks a little overripe.,True
16463,Kled,Huh. I liked him better when he was alive.,True
16464,Kled,Tactician? More like bird brain.,True
16465,Kled,Master Tactician? He can keep that title.,True
16466,Kled,He gonna' taste good deep-fried.,True
16467,Kled,I figure he gonna' taste like chicken.,True
16469,Kled,Sure!,True
16470,Kled,"Well, that shut him up!",True
16471,Kled,"Finally, some silence.",True
16472,Kled,"I knew he was a liar, 'cause he used them big words.",True
16473,Kled,"I've seem some dumb outfits, Skaarl, but a cape made out of knives? Woo, ha! That took the cake!",True
16474,Kled,"Another dead city boy, thinking he could sneaky-sneak on my land.",True
16475,Kled,Let that be a lesson for all them sneaky-sneaks!,True
16476,Kled,I keep my eyes open - all the time.,True
16477,Kled,I ain't paranoid - I'm ready. Real ready.,True
16478,Kled,"They's always trying to sneak up on us. Trying, that is.",True
16479,Kled,I know them trespassers is somewhere...,True
16480,Kled,"Them sneaky-sneaks ain't gonna' sneak on us, no sir!",True
16481,Kled,"It's mine, and I got my eye on it!",True
16482,Kled,"Yeah, any of them varmints sneak up on us, we'll know.",True
16483,Kled,It ain't paranoia if everyone is out to get you.,True
16484,Kled,Paranoia... means having all the facts.,True
16485,Kled,There's no such thing as paranoia; your worst fears can come true at any moment.,True
16486,Kled,Paranoia is just another word for ignorance.,True
16487,Kled,Total paranoia is just total awareness!,True
16488,Kled,"""Skaarl! Skaarl!"" (curses)",False
16489,Kled,Kled groans.,False
16492,Kog'Maw,Time to feast!,True
16493,Kog'Maw,Hunger never sleep.,True
16494,Kog'Maw,Kog'Maw snorts.,False
16495,Kog'Maw,Kog'Maw gurgles.,False
16496,Kog'Maw,We go.,True
16497,Kog'Maw,No rest.,True
16498,Kog'Maw,Getting hungry...,True
16499,Kog'Maw,Want meat!,True
16500,Kog'Maw,Oblivion come.,True
16501,Kog'Maw,More! So empty.,True
16503,Kog'Maw,Keep coming! Not full!,True
16504,Kog'Maw,Terror coming... daddy coming!,True
16505,Kog'Maw,Kog'Maw sounds a 'Charge!' bugle call.,False
16506,Kog'Maw,"Fa la la la la, la la la la",True
16508,Kog'Maw,"Fa la la, la la la, la la la",True
16509,Kog'Maw,"Fa la la la la, la la la laaaa",True
16510,Kog'Maw,Kog'Maw laughs.,False
16514,Kog'Maw,Kog'Maw growls.,False
16515,Kog'Maw,Mmm... FOOD!,True
16517,Kog'Maw,Smell soft flesh...,True
16518,Kog'Maw,Obey Void!,True
16519,Kog'Maw,Leave no scraps!,True
16520,Kog'Maw,"Oooh, tasties!",True
16522,Kog'Maw,Still hungry... ,True
16523,LeBlanc,The Black Rose shall bloom once more.,True
16524,LeBlanc,Are you certain?,True
16525,LeBlanc,Where next?,True
16526,LeBlanc,It's all smoke and mirrors.,True
16527,LeBlanc,"Patience, summoner.",True
16528,LeBlanc,"Tricky, aren't you?",True
16530,LeBlanc,Trust me.,True
16531,LeBlanc,Classic misdirection.,True
16532,LeBlanc,Looks can be deceiving.,True
16533,LeBlanc,Would I lie?,True
16534,LeBlanc,For a moment I thought I'd broken a sweat.,True
16535,LeBlanc,For my next trick I'll make their life bar disappear.,True
16536,LeBlanc,"Lying is, like, ninety five percent of what I do.",True
16537,LeBlanc,LeBlanc laughs.,False
16541,LeBlanc,Time to make an appearance.,True
16542,LeBlanc,There's no escape.,True
16544,LeBlanc,What a treat.,True
16545,LeBlanc,Right where I want them.,True
16546,LeBlanc,Surprised to see me?,True
16549,LeBlanc,LeBlanc grunts.,False
16575,LeBlanc,LeBlanc groans.,False
16579,Lee_Sin,"Your will, my hands.",True
16580,Lee_Sin,I return to my training.,True
16581,Lee_Sin,Many monks live in peace.  I do not envy them.,True
16582,Lee_Sin,"The weight of this power, it will not hold me back.",True
16583,Lee_Sin,"My sight may be gone, but my vision holds true.",True
16584,Lee_Sin,"I will struggle, I will fail, but to surrender is a privilege I do not have.",True
16585,Lee_Sin,A fight to the bitter end. I welcome this opportunity.,True
16586,Lee_Sin,Quiet steps.,True
16587,Lee_Sin,Extend your senses.,True
16588,Lee_Sin,Where am I needed?,True
16589,Lee_Sin,Find your center.,True
16590,Lee_Sin,I will atone.,True
16591,Lee_Sin,"Master yourself, master the enemy.",True
16592,Lee_Sin,Waste not a minute.,True
16593,Lee_Sin,We do what we must.,True
16594,Lee_Sin,Endless trials await.,True
16595,Lee_Sin,Only I can endure the dragon's fury.,True
16596,Lee_Sin,My journey led me here.,True
16597,Lee_Sin,Today will be a worthy test.,True
16598,Lee_Sin,My fists are my weapons.,True
16599,Lee_Sin,The dragon answers in flame.,True
16600,Lee_Sin,Never again will arrogance lead me astray.,True
16601,Lee_Sin,My training left more scars than any battle.,True
16602,Lee_Sin,I need no blade to strike down my foes.,True
16603,Lee_Sin,I bloodied my knuckles to sharpen my fists.,True
16604,Lee_Sin,I must stay disciplined.,True
16605,Lee_Sin,"I will master the dragon's spirit, or die trying.",True
16606,Lee_Sin,Enlightenment is knowing the value of one's ignorance.,True
16607,Lee_Sin,The dragon blazed my trail. I merely walk it.,True
16608,Lee_Sin,"The monks taught me well, but I determine my own fate.",True
16609,Lee_Sin,Ionia prayed for peace. What fools we were to think it possible.,True
16610,Lee_Sin,"The dragon must be unleashed, or it will consume me from within.",True
16611,Lee_Sin,Those who do not know their limits will never reach their potential.,True
16612,Lee_Sin,The spirits live among us; their power echoes throughout the land.,True
16613,Lee_Sin,They see only a blind man.  I will open their eyes.,True
16614,Lee_Sin,"I did not blind myself. I called upon the dragon, and suffered its wrath.",True
16615,Lee_Sin,"The dragon spirit is not magic; it is life, more ancient than ours.",True
16616,Lee_Sin,The marks on my body are not warnings; they are reminders of the burden I bear.,True
16617,Lee_Sin,You are but a gilded reflection of what dragons truly are.,True
16618,Lee_Sin,"You won a great victory, Irelia. I look forward to besting you in combat.",True
16619,Lee_Sin,"Kayn, you bear powers you cannot hope to master. Stop, before it is too late.",True
16620,Lee_Sin,"Draw your blade, Master Yi. I have waited long to face you.",True
16621,Lee_Sin,"Shyvana, your spirit seems divided... and familiar.",True
16622,Lee_Sin,"Old friend, I sense the spirits fighting within you still.",True
16623,Lee_Sin,"Wukong, someone of your skill ought to listen to his master.",True
16624,Lee_Sin,"Xin Zhao, or would you rather fight under your other name?",True
16625,Lee_Sin,You say death is like the wind. Shall we see which way it blows?,True
16626,Lee_Sin,"Even in the bitter cold, your spirit burns. How admirable.",True
16627,Lee_Sin,"Before, we were one spirit. What have we become?",True
16628,Lee_Sin,I am the fire of Shojin. Face me with all your strength.,True
16629,Lee_Sin,Force is meaningless without skill.,True
16630,Lee_Sin,You have not earned victory this day.,True
16631,Lee_Sin,Let us see whose spirit is stronger.,True
16632,Lee_Sin,Blindness is no impairment against a smelly enemy.,True
16633,Lee_Sin,Our foes are not much to look at.,True
16634,Lee_Sin,Enough blind jokes. Stop asking for more.,True
16635,Lee_Sin,I fail to see the humor in that.,True
16636,Lee_Sin,Lee Sin laughs.,False
16637,Lee_Sin,Lee sin laughs.,False
16640,Lee_Sin,Strike firmly!,True
16641,Lee_Sin,Their heartbeats quicken.,True
16642,Lee_Sin,Worry not.,True
16643,Lee_Sin,I'll see this through.,True
16644,Lee_Sin,Act free of doubt.,True
16645,Lee_Sin,Your weakness is revealed!,True
16646,Lee_Sin,Fear clouds your mind.,True
16647,Lee_Sin,"Come, test your convictions.",True
16648,Lee_Sin,You dare doubt my resolve?,True
16649,Lee_Sin,Your skill against mine.,True
16650,Lee_Sin,"I do not teach, I demonstrate.",True
16651,Lee_Sin,Break beneath my fists.,True
16652,Lee_Sin,You hesitate.,True
16653,Lee_Sin,I will crush body and spirit.,True
16654,Lee_Sin,A flaw in your technique.,True
16655,Lee_Sin,You upset my balance.,True
16656,Lee_Sin,Speed becomes force.,True
16657,Lee_Sin,Beware the dragon spirit!,True
16658,Lee_Sin,A risk I shall take!,True
16659,Lee_Sin,Your spirit trembles.,True
16660,Lee_Sin,Hikuh!,True
16664,Lee_Sin,Tong!,True
16668,Lee_Sin,Lee Sin grunts.,False
16680,Lee_Sin,Stand firm!,True
16681,Lee_Sin,Fight on!,True
16696,Lee_Sin,Begone!,True
16701,Lee_Sin,May your spirit find peace.,True
16702,Lee_Sin,Your journey has reached its conclusion.,True
16703,Lee_Sin,"Hmph, rethink your approach.",True
16704,Lee_Sin,I do not give second chances.,True
16705,Lee_Sin,That mistake proved your undoing.,True
16706,Lee_Sin,Mercy is no kindness.,True
16707,Lee_Sin,My training granted me this victory.,True
16708,Lee_Sin,"You had the confidence, but not the skill.",True
16709,Lee_Sin,"Expand too far, and you lose your center.",True
16710,Lee_Sin,"The land will remember you, Irelia.",True
16711,Lee_Sin,"Kayn, neither path would have given you what you truly desired.",True
16712,Lee_Sin,"Do not worry, Wuju lives on in another.",True
16713,Lee_Sin,"Rest, Shyvana. Demacia is not ready to embrace your kind.",True
16714,Lee_Sin,"Udyr, your rage was beyond your own control.",True
16715,Lee_Sin,"Wukong, return to your master.  You still have much to learn.",True
16716,Lee_Sin,"Kings and walls have eroded your form, Xin Zhao.",True
16717,Lee_Sin,"The wind has come for you, Yasuo.",True
16718,Lee_Sin,"Your technique reminds me of your home: fierce, but untamed.",True
16719,Lee_Sin,"We shared the same home, but not the same beliefs.",True
16720,Lee_Sin,Send me more Noxians. I have yet to unleash all my power.,True
16721,Lee_Sin,Five have fallen before me!  Let me challenge five more!,True
16722,Lee_Sin,Stand up! My training is not yet finished!,True
16723,Lee_Sin,My spirit rests.,True
16724,Lee_Sin,I return to my meditations.,True
16725,Lee_Sin,"The dragon sleeps, for now.",True
16726,Lee_Sin,Goal!,True
16727,Lee_Sin,I... was not... worthy...,True
16728,Lee_Sin,Dragon spirit... I've failed you.,True
16729,Lee_Sin,My final lesson...,True
16730,Lee_Sin,Lee sin groans.,False
16734,Lee_Sin,I shall not repeat that mistake.,True
16735,Lee_Sin,Failure has not stopped me before.  It will not now.,True
16736,Lee_Sin,The dragon spirit offers me another chance.,True
16737,Lee_Sin,I search for a worthy opponent.,True
16738,Lee_Sin,The first step to transcendence.,True
16739,Lee_Sin,They fear my approach. They will flee before me.,True
16740,Lee_Sin,They will die by my hands.,True
16741,Lee_Sin,They dare to challenge a god? Let them try.,True
16742,Lee_Sin,They will tremble in awe.,True
16743,Lee_Sin,Today's triumph will feed the fire in my soul.,True
16744,Lee_Sin,Let them come.,True
16745,Lee_Sin,"A thousand battles, a thousand victories.",True
16746,Lee_Sin,I will conquer like the flame. All will fall to ash before me.,True
16747,Lee_Sin,Each battle brings me one step closer to perfection.,True
16748,Lee_Sin,Mortal fear is irrelevant.,True
16749,Lee_Sin,The mark I leave will last an eternity.,True
16750,Lee_Sin,I will test the limits of my divinity.,True
16751,Lee_Sin,I am the fiery hand of the heavens.,True
16752,Lee_Sin,I move with purpose.,True
16753,Lee_Sin,I see all.,True
16754,Lee_Sin,With certainty.,True
16755,Lee_Sin,Perfection is near. It will be mine.,True
16756,Lee_Sin,I expect nothing but perfection.,True
16757,Lee_Sin,I will crush this world.,True
16758,Lee_Sin,Godhood is mine alone.,True
16759,Lee_Sin,My might echoes like thunder.,True
16760,Lee_Sin,The world is power. The world is force.,True
16761,Lee_Sin,They flee at my approach.,True
16762,Lee_Sin,The fire of true divinity is glorious.,True
16764,Lee_Sin,Celestial fire courses through my veins.,True
16765,Lee_Sin,"Mortal sight, but it will suffice.",True
16766,Lee_Sin,Vision worthy of a god.,True
16767,Lee_Sin,Come closer so you may witness my divine power.,True
16768,Lee_Sin,Let us fight. Even the patience of a god has limits.,True
16769,Lee_Sin,Return to your home and raise your future failures.,True
16770,Lee_Sin,Immortality is a gift you do not possess.,True
16771,Lee_Sin,You have gained no enlightenment in death.,True
16772,Lee_Sin,Come and say that to my fist.,True
16773,Lee_Sin,I hold myself to a higher standard.,True
16774,Lee_Sin,"""You taunt a god?"" Lee Sin laughs.",False
16775,Lee_Sin,"Lee Sin kicks the air rapidly, and accidentally sets his foot on fire.",False
16776,Lee_Sin,Divinity can be an extreme fire hazard.,True
16777,Lee_Sin,Just wait until I reach super ultimate god level tier.,True
16778,Lee_Sin,This world is beneath me. Literally.,True
16779,Lee_Sin,You seek to amuse a god? You have failed.,True
16780,Lee_Sin,You make a joke in the face of your destruction? That is funny.,True
16789,Lee_Sin,You lack conviction.,True
16790,Lee_Sin,"If you believe yourself worthy, fight.",True
16791,Lee_Sin,Your confidence is no substitute for skill.,True
16792,Lee_Sin,"Lee Sin laughs. ""I am not a man, I am a god.""",False
16793,Lee_Sin,You will fall before my divinity.,True
16794,Lee_Sin,Even a blind man can see your weakness.,True
16795,Lee_Sin,Your soul has already given up.,True
16796,Lee_Sin,A challenge!,True
16797,Lee_Sin,Admitting your limits is the first step to failure.,True
16798,Lee_Sin,Only the best will be legends.,True
16799,Lee_Sin,"Adapt and learn, or perish.",True
16800,Lee_Sin,You waste my time.,True
16801,Lee_Sin,"I will prevail, and you will die.",True
16802,Lee_Sin,Approach and be tested.,True
16803,Lee_Sin,Perfection.,True
16804,Lee_Sin,This is truth.,True
16805,Lee_Sin,Feel the might of the heavens.,True
16806,Lee_Sin,I consider retreat an insult.,True
16807,Lee_Sin,The first truth is pain. There are no other truths.,True
16808,Lee_Sin,These fists have crushed mountains.,True
16809,Lee_Sin,I demand excellence.,True
16810,Lee_Sin,You lack discipline.,True
16811,Lee_Sin,Your flawed training betrays you.,True
16812,Lee_Sin,I will reveal your limitations.,True
16813,Lee_Sin,Kneel before your god.,True
16814,Lee_Sin,My victory is inevitable.,True
16815,Lee_Sin,You. Will. Kneel!,True
16816,Lee_Sin,I grow tired of your weakness.,True
16817,Lee_Sin,The earth will tremble.,True
16819,Lee_Sin,Fall before me.,True
16820,Lee_Sin,Behold the power of a god.,True
16821,Lee_Sin,Can you hear my fists?,True
16822,Lee_Sin,You must be quicker!,True
16823,Lee_Sin,I have mastered speed as well.,True
16824,Lee_Sin,A blade of grass stands in my path.,True
16825,Lee_Sin,Your skill is lacking.,True
16826,Lee_Sin,You are... a disappointment.,True
16827,Lee_Sin,"Train, and one day you may achieve my greatness.",True
16828,Lee_Sin,A spirit brother?,True
16829,Lee_Sin,You too will fall before me.,True
16830,Lee_Sin,You will be a stepping stone to my greatness.,True
16831,Lee_Sin,"Finally, a challenge!",True
16832,Lee_Sin,Flawless.,True
16833,Lee_Sin,That was too easy.,True
16834,Lee_Sin,It's not arrogance if your skill is unmatched.,True
16835,Lee_Sin,They will witness my power.,True
16836,Lee_Sin,Mortals are so fragile.,True
16846,Lee_Sin,Divine intervention!,True
16847,Lee_Sin,Safety to my allies!,True
16854,Lee_Sin,Opportunities multiply as they are taken.,True
16855,Lee_Sin,"When they believe you are far, strike close.",True
16856,Lee_Sin,This world is without challenge.,True
16857,Lee_Sin,My victory will be absolute.,True
16858,Lee_Sin,Your fear makes me hungry!,True
16859,Lee_Sin,I feast on your dread!,True
16877,Lee_Sin,"Do not worry, death builds character.",True
16878,Lee_Sin,Your failure is proof that I am superior.,True
16879,Lee_Sin,I take no pleasure in besting the weak.,True
16880,Lee_Sin,I saw your mistakes all too clearly.,True
16881,Lee_Sin,You were... unremarkable.,True
16882,Lee_Sin,Consider yourself honored.,True
16883,Lee_Sin,Excellence is not for everyone.,True
16884,Lee_Sin,You lacked confidence.,True
16885,Lee_Sin,You were unworthy.,True
16886,Lee_Sin,Feeble!,True
16887,Lee_Sin,Disappointing.,True
16888,Lee_Sin,Such a meager fight. I am hungry for more.,True
16889,Lee_Sin,Inferior.,True
16890,Lee_Sin,Inadequate.,True
16892,Lee_Sin,The key to immortality? Being better than everyone else.,True
16893,Lee_Sin,True divinity shows no mercy.,True
16894,Lee_Sin,You may weep in the next life.,True
16895,Lee_Sin,I accept your failure.,True
16896,Lee_Sin,My form was beyond your comprehension.,True
16897,Lee_Sin,"From nothing, became nothing, is nothing once more.",True
16898,Lee_Sin,Courage is not enough.,True
16899,Lee_Sin,My will is magnificent.,True
16900,Lee_Sin,Witness the might of the heavens.,True
16901,Lee_Sin,There is no running from a god.,True
16902,Lee_Sin,Pathetic!,True
16903,Lee_Sin,Not even close.,True
16904,Lee_Sin,"Not cunning enough, little fox.",True
16905,Lee_Sin,You hesitated.,True
16906,Lee_Sin,Even a star dragon is no match for a god.,True
16907,Lee_Sin,The symphony of heaven is the sound of my fist.,True
16908,Lee_Sin,Your god has abandoned you.,True
16909,Lee_Sin,Your strategy has fallen before my fists.,True
16910,Lee_Sin,Better to be a warrior in the garden than a gardener in war.,True
16911,Lee_Sin,Uninspired.,True
16912,Lee_Sin,Ionia's spirit is now mine.,True
16913,Lee_Sin,Your final moment is at hand.,True
16914,Lee_Sin,All the lesser spirits will fall before me.,True
16915,Lee_Sin,He who conquers himself is the mightiest warrior.,True
16916,Lee_Sin,I will meditate on your insignificance.,True
16917,Lee_Sin,Easy prey.,True
16918,Lee_Sin,There is no challenge in a broken spirit.,True
16919,Lee_Sin,You were... out of balance.,True
16920,Lee_Sin,"Even unleashed, your power was limited.",True
16921,Lee_Sin,A lesser spirit consumed by hunger.,True
16922,Lee_Sin,All those souls and not enough to save you.,True
16923,Lee_Sin,Your instincts have failed you.,True
16924,Lee_Sin,Crude power and no technique.,True
16925,Lee_Sin,More a whimper than a roar.,True
16926,Lee_Sin,You have failed your test.,True
16927,Lee_Sin,Your fate has been decided.,True
16928,Lee_Sin,Nothing but a shadow.,True
16929,Lee_Sin,Is it victory if there's no challenge?,True
16930,Lee_Sin,Your sacrifice pleases me.,True
16931,Lee_Sin,Will no one rise to my challenge?,True
16933,Lee_Sin,"If you do not fight, you have already lost.",True
16934,Lee_Sin,They are so fragile.,True
16935,Lee_Sin,God-like? Ha! I am a god.,True
16936,Lee_Sin,"I need no weapon, I am the weapon.",True
16937,Lee_Sin,I am hungry for a challenge.,True
16938,Lee_Sin,Is no one here my better?,True
16939,Lee_Sin,Order has returned.,True
16940,Lee_Sin,Their bones are weak.,True
16942,Lee_Sin,The first of many.,True
16943,Lee_Sin,Such feeble will.,True
16944,Lee_Sin,It falls easier than a child's toy.,True
16945,Lee_Sin,"I will tear them down, stone by stone.",True
16946,Lee_Sin,It is their will I crush.,True
16947,Lee_Sin,Everything flows from mastering the task at hand.,True
16948,Lee_Sin,"I will break them, one bone at a time.",True
16949,Lee_Sin,It is mine.,True
16950,Lee_Sin,They crumble before me.,True
16951,Lee_Sin,As I will it.,True
16952,Lee_Sin,"I am appeased, for the moment.",True
16953,Lee_Sin,What mortal trinkets.,True
16954,Lee_Sin,This will do.,True
16955,Lee_Sin,An offering for the gods.,True
16956,Lee_Sin,Quickness is the essence of victory.,True
16957,Lee_Sin,It tastes like their tears.,True
16958,Lee_Sin,Nectar. Ambrosia. Tasty.,True
16959,Lee_Sin,Fighting makes even a god thristy.,True
16960,Lee_Sin,My eyes will be everywhere.,True
16961,Lee_Sin,A god is aware of all things.,True
16962,Lee_Sin,I see endless opportunity.,True
16963,Lee_Sin,Vision allows perfection.,True
16964,Lee_Sin,I see future opportunities.,True
16965,Lee_Sin,Awareness is a state of mind.,True
16966,Lee_Sin,Seeing with your eyes is for mortals.,True
16967,Lee_Sin,I am all-seeing.,True
16968,Lee_Sin,Omniscience.,True
16969,Lee_Sin,My third eye sees all.,True
16970,Lee_Sin,Endless opportunity.,True
16971,Lee_Sin,There is no hiding from a god.,True
16972,Lee_Sin,I will witness their cowardice.,True
16973,Lee_Sin,Foresight is true knowledge.,True
16974,Lee_Sin,A mortal house is so easily entered.,True
16975,Lee_Sin,Sight is useless to those without vision.,True
16976,Lee_Sin,Vision is for the worthy.,True
16977,Lee_Sin,Their vision was unworthy.,True
16978,Lee_Sin,Their sight is no match for mine.,True
16979,Lee_Sin,Await my return.,True
16980,Lee_Sin,A true victor knows when to engage.,True
16981,Lee_Sin,Another time.,True
16982,Lee_Sin,Death only frightens the timid.,True
16983,Lee_Sin,Death is beneath me...,True
16984,Lee_Sin,"I do not fear death, only mediocrity.",True
16985,Lee_Sin,I will return.,True
16986,Lee_Sin,I did not see that coming.,True
16987,Lee_Sin,Divinity cannot be constrained.,True
16988,Lee_Sin,Divine fire burns from within.,True
16989,Lee_Sin,Skill must be tested.,True
16990,Lee_Sin,"I will bring a storm of justice. Surrender, and be spared.",True
16991,Lee_Sin,"No one can withstand the storm, or his chosen one.",True
16992,Lee_Sin,I will unleash the Storm Dragon's wrath. Hikuh!,True
16993,Lee_Sin,"With the dragons' blessings, we will be victorious!",True
16994,Lee_Sin,"Villainous dragonmancers, you dishonor your power.",True
16995,Lee_Sin,My thunderous fists strike down all villainy!,True
16996,Lee_Sin,No villain can withstand my power!,True
16997,Lee_Sin,Thunder... thunder... thunderstrike!,True
16998,Lee_Sin,My hands unleash fury on Ao Shin's enemies!,True
16999,Lee_Sin,I was chosen to exact justice.,True
17000,Lee_Sin,The strength of the storm dragon surges within me.,True
17001,Lee_Sin,I strike with a force of a thousand winds.,True
17002,Lee_Sin,The Life Dragon was deceived by evil. Never again!,True
17003,Lee_Sin,My enemies will fall... to thunderous strikes!,True
17004,Lee_Sin,A dragon's strength. A dragon's rage!,True
17005,Lee_Sin,"Threaten the dragon masters, and face punishment!",True
17006,Lee_Sin,My fists are crackling lightning! My blows are crashing thunder!,True
17007,Lee_Sin,Master Ao Shin's wrath rains down upon all villains!,True
17008,Lee_Sin,None who do evil can stand against the storm.,True
17009,Lee_Sin,Corruption will never claim another dragon. This I swear.,True
17010,Lee_Sin,A slight against the dragon is a slight against justice!,True
17011,Lee_Sin,"None shall dishonor the dragons, not while I draw breath.",True
17012,Lee_Sin,My body is strong. The dragon is stronger!,True
17013,Lee_Sin,My body flows like lightning.,True
17014,Lee_Sin,I am the dragon's will. That will prevails!,True
17015,Lee_Sin,"A dragon's rage is unrelenting, as are my fists.",True
17016,Lee_Sin,"At rest, I am the gathering clouds. In motion, the hurricane is unleashed.",True
17017,Lee_Sin,"From sacred grove, to hallowed mountain, no enemy can escape the cyclone!",True
17018,Lee_Sin,The dragon saw the storm raging in me. His strength unlocked mine!,True
17019,Lee_Sin,"Because I did not turn away from my trials, Ao Shin will not turn away from me.",True
17020,Lee_Sin,No villain shall ever dishonor the dragons again! This I swear.,True
17021,Lee_Sin,My tempest sweeps away all who trample sacred ground and paint dragon's power.,True
17022,Lee_Sin,"Tricksters, thieves, dragonslayers... my storm sweeps them all to ruin!",True
